short_delta,long_delta,stop_loss,trades,sharpe_full,sharpe_is,sharpe_oos,cagr_pct,total_return_pct,max_dd_pct,win_rate_pct,profit_factor,avg_win,avg_loss,largest_loss,avg_days_in_trade,calm_sharpe,stress_sharpe,stress_max_dd_pct,credit_pct_of_width,stop_as_pct_of_credit,pct_exit_stop,pct_exit_pt,pct_exit_dte
0.2,,0.3,2084,0.24347476027605072,0.5873628173687903,0.861340945003141,3.0868294704978982,29.44040772629665,-9.800893404128665,80.75815738963531,1.4280321621235301,92.39985430925019,-271.56452781145913,-1009.3947892530202,15.460172744721689,0.28934104913926134,0.46505816024577645,-9.800893404128665,10.68881891748207,250.66711796317907,12.955854126679462,58.589251439539346,9.836852207293665
0.2,,0.5,2084,0.2329533365052965,0.36432207449377274,1.1288306460764879,3.1816638325794955,30.45464346688524,-13.111712243210027,82.96545105566219,1.4334446498184703,92.06501162485932,-312.8097812350037,-1009.3947892530202,16.12332053742802,0.2603290980445762,0.4015849567935557,-13.111712243210027,10.68881891748207,417.7785299386318,6.333973128598848,59.26103646833013,15.499040307101728
0.2,,0.7,2084,0.21297217619545722,0.3439510387510313,1.063948397308021,3.104412040264126,29.627922992825606,-13.389289720628582,82.96545105566219,1.4176139810365955,92.06501162485932,-316.30296633666376,-1029.808112213868,16.324376199616122,0.2438640078472508,0.3412684702339896,-13.389289720628582,10.68881891748207,584.8899419140844,3.262955854126679,59.26103646833013,18.47408829174664
0.2,,0.99,2084,0.24580887690614361,0.3619558292287125,1.0997120548576806,3.320544432148864,31.952596815321048,-12.533678961697333,82.96545105566219,1.4630479013366655,92.06501162485932,-306.4804008894995,-1053.054451993324,16.455854126679462,0.2795958874221349,0.39213092112281644,-12.533678961697333,10.68881891748207,827.201489278491,0.5758157389635317,59.26103646833013,20.92130518234165
0.25,,0.3,2104,0.44835085803023184,0.6902132028009906,1.2067787954217206,4.3001125746127355,42.9561784886724,-10.653626755907569,78.46958174904944,1.5085510362353778,120.56845378683411,-291.2879741722771,-862.4763858876512,14.83222433460076,0.46010313520114676,0.6286082582902103,-10.653626755907569,14.331979171631076,179.32210157953918,16.587452471482887,58.03231939163498,9.838403041825094
0.25,,0.5,2103,0.36757031284437425,0.4386773811248503,1.3379601387898494,4.148980944343927,41.207424795623574,-14.769610094548677,80.64669519733714,1.461434945640079,120.27776168952252,-342.9551179550847,-927.0733127812357,15.618164526866382,0.35769487348696166,0.47018790917136144,-14.769610094548677,14.331974008697207,298.87029497582137,8.511650023775559,58.820732287208756,16.500237755587257
0.25,,0.7,2103,0.3171994845225822,0.37078483552103914,1.2700724799340073,3.924575367645944,38.64562562171158,-16.240451381699682,81.02710413694722,1.4203255210984802,120.10440539301611,-361.1334705084124,-966.4867864125545,15.901569186875891,0.312719382704522,0.4091820219896716,-16.240451381699682,14.331974008697207,418.41841296614984,4.61245839277223,58.868283404660005,20.209224916785544
0.25,,0.99,2103,0.35529682143335334,0.3951761373542071,1.3239827736499268,4.206012737728249,41.86511341493577,-15.153080700208935,81.02710413694722,1.4695782291504438,120.10440539301611,-349.0301329399009,-1029.983587305122,16.099857346647646,0.35221033167856347,0.46234922592544675,-15.153080700208935,14.331974008697207,591.7631840521262,0.5706134094151213,58.868283404660005,23.58535425582501
0.3,,0.3,2115,0.6183898866367146,0.8103330196111452,1.4637007143613971,5.46193177499632,57.050270689007945,-11.279339191175463,75.9338061465721,1.5691926040223476,151.5378130229326,-304.7000470929237,-955.5106148663405,14.701182033096927,0.6021244336020173,0.7214780549240871,-11.279339191175463,18.224522877330646,134.6133630050572,19.858156028368796,57.115839243498826,10.543735224586289
0.3,,0.5,2112,0.4819794147764145,0.5546376012489845,1.445688565945261,5.0610051042123905,52.054028116299264,-15.207818282510166,78.7405303030303,1.4750458817243735,150.33198702724857,-377.47811413628136,-980.5917575595522,15.589962121212121,0.4442460314255589,0.5527184166760883,-15.207818282510166,18.22314466252029,224.37635449843881,11.553030303030303,58.001893939393945,17.47159090909091
0.3,,0.7,2112,0.4389086237053174,0.46186773565478856,1.4489327160638032,4.942916598215152,50.60942946903033,-17.36530366091061,79.11931818181817,1.4535120811933029,150.272186958404,-391.73991201649136,-980.5917575595522,16.001420454545453,0.4016134430943811,0.4960926776388283,-17.36530366091061,18.22314466252029,314.1268962978143,6.202651515151516,58.04924242424242,22.25378787878788
