entry_date,exit_date,strategy,underlying_price_entry,underlying_price_exit,vix_entry,vix_exit,entry_dte,entry_price,exit_price,contracts,pnl,commission,net_pnl,days_in_trade,exit_reason,entry_slippage_dollars,gross_credit_dollars,friction_dollars,friction_pct_of_credit,leg1_strike,leg1_type,leg1_position,leg1_delta,leg1_price,leg1_expiration,leg2_strike,leg2_type,leg2_position,leg2_delta,leg2_price,leg2_expiration,width,credit,max_loss_per_contract
2018-01-09 12:00:00,2018-01-12 12:00:00,Bull Put Spread,241.01974487304688,243.98715209960935,10.079999923706056,10.15999984741211,30,-0.7407953122278979,-0.3544521973252388,1,38.6343114902659,1.3,37.334311490265904,3,Profit target reached: 52.2% (target: 45.0%),1.0000000000000009,75.07953122278978,2.3000000000000007,0.030634181680956666,235.0,put,-1,-0.1947326093821756,0.8465037039179373,2018-02-09 12:00:00,225.0,put,1,-0.029532558791057,0.1157083916900394,2018-02-09 12:00:00,10.0,0.7407953122278979,925.9204687772102
2018-01-16 12:00:00,2018-01-19 12:00:00,Bull Put Spread,243.1530914306641,246.1730499267578,11.65999984741211,11.270000457763672,30,-0.6820124792879818,-0.3269963641954477,1,35.50161150925341,1.3,34.20161150925341,3,Profit target reached: 52.1% (target: 45.0%),1.0000000000000009,69.20124792879818,2.3000000000000007,0.03323639484603648,235.0,put,-1,-0.1692003010853052,0.8527317727877397,2018-02-16 12:00:00,225.0,put,1,-0.0379263203709567,0.1807192934997579,2018-02-16 12:00:00,10.0,0.6820124792879818,931.7987520712018
2018-01-17 12:00:00,2018-01-22 12:00:00,Bull Put Spread,245.47073364257807,248.1747131347656,11.90999984741211,11.029999732971191,29,-1.106487333595398,-0.5014616224214861,1,60.50257111739119,1.3,59.202571117391194,5,Profit target reached: 54.7% (target: 45.0%),0.9999999999999787,111.64873335953978,2.2999999999999785,0.02060032327096218,240.0,put,-1,-0.2492272670035369,1.3768278776457572,2018-02-16 12:00:00,230.0,put,1,-0.0582801750193652,0.2803405440503594,2018-02-16 12:00:00,10.0,1.106487333595398,889.3512666404602
2018-01-19 12:00:00,2018-01-23 12:00:00,Bull Put Spread,246.1730499267578,248.70150756835935,11.270000457763672,11.100000381469728,27,-0.8325166040801368,-0.4373301356219453,1,39.518646845819156,1.3,38.21864684581916,4,Profit target reached: 47.5% (target: 45.0%),1.0000000000000009,84.25166040801369,2.3000000000000007,0.027299165249225564,240.0,put,-1,-0.2065227074272874,0.9807854313190256,2018-02-16 12:00:00,230.0,put,1,-0.0374555580838376,0.1582688272388888,2018-02-16 12:00:00,10.0,0.8325166040801368,916.7483395919863
2018-01-22 12:00:00,2018-01-26 12:00:00,Bull Put Spread,248.1747131347656,251.5897979736328,11.029999732971191,11.079999923706056,31,-0.6532451238056962,-0.30702802350585345,1,34.62171002998428,1.3,33.32171002998428,4,Profit target reached: 53.0% (target: 45.0%),1.0000000000000009,66.32451238056962,2.3000000000000007,0.03467797828354344,240.0,put,-1,-0.1638767618299379,0.8034566292228058,2018-02-23 12:00:00,230.0,put,1,-0.0346090526553088,0.1602115054171096,2018-02-23 12:00:00,10.0,0.6532451238056962,934.6754876194304
2018-01-24 12:00:00,2018-01-26 12:00:00,Bull Put Spread,248.6048889160156,251.5897979736328,11.470000267028809,11.079999923706056,29,-0.6148285292838904,-0.30702802350585345,1,30.780050577803696,1.3,29.480050577803695,2,Profit target reached: 50.1% (target: 45.0%),1.0000000000000009,62.48285292838904,2.3000000000000007,0.036810098966447755,240.0,put,-1,-0.155514601298242,0.7598348592683786,2018-02-23 12:00:00,230.0,put,1,-0.0332127718185873,0.1550063299844881,2018-02-23 12:00:00,10.0,0.6148285292838904,938.5171470716109
2018-01-25 12:00:00,2018-01-26 12:00:00,Bull Put Spread,248.71026611328125,251.5897979736328,11.579999923706056,11.079999923706056,28,-0.5954994939835128,-0.30702802350585345,1,28.84714704776593,1.3,27.54714704776593,1,Profit target reached: 48.4% (target: 45.0%),1.0000000000000009,60.54994939835127,2.3000000000000007,0.03798516799524572,240.0,put,-1,-0.1518707921818244,0.7331437228068205,2018-02-23 12:00:00,230.0,put,1,-0.0318819579781872,0.1476442288233077,2018-02-23 12:00:00,10.0,0.5954994939835128,940.4500506016487
2018-01-26 12:00:00,2018-02-01 12:00:00,Bull Put Spread,251.5897979736328,247.20022583007807,11.079999923706056,13.470000267028809,27,-0.7797528374587619,-1.8792206481415887,1,-109.94678106828269,1.3,-111.24678106828269,6,DTE exit: 22 <= 22,1.0000000000000009,78.9752837458762,2.3000000000000007,0.029123035599351022,245.0,put,-1,-0.1946665407012207,0.9186078168002376,2018-02-23 12:00:00,235.0,put,1,-0.0351122584537509,0.1488549793414757,2018-02-23 12:00:00,10.0,0.7797528374587619,922.0247162541239
2018-01-29 12:00:00,2018-02-08 12:00:00,Bull Put Spread,249.92173767089844,226.17449951171875,13.84000015258789,33.459999084472656,31,-0.7904523503299802,-5.744581521548705,1,-495.41291712187245,1.3,-496.71291712187247,10,Stop loss triggered: 52.4% loss (limit: 50.0%),0.9999999999999898,80.04523503299801,2.29999999999999,0.028733752846772622,240.0,put,-1,-0.1789110572166409,1.1700351668773388,2018-03-02 12:00:00,230.0,put,1,-0.0611946785260986,0.3895828165473587,2018-03-02 12:00:00,10.0,0.7904523503299802,920.954764967002
2018-01-30 12:00:00,2018-02-08 12:00:00,Bull Put Spread,247.35829162597656,226.17449951171875,14.789999961853027,33.459999084472656,30,-1.1795904303817735,-5.783495329553884,1,-460.3904899172111,1.3,-461.6904899172111,9,Stop loss triggered: 50.2% loss (limit: 50.0%),1.000000000000023,118.95904303817737,2.300000000000023,0.019334385526805952,240.0,put,-1,-0.2442604112292722,1.7621454212953986,2018-03-02 12:00:00,230.0,put,1,-0.0881378005223598,0.592554990913625,2018-03-02 12:00:00,10.0,1.1795904303817735,882.0409569618226
2018-01-31 12:00:00,2018-02-08 12:00:00,Bull Put Spread,247.48123168945312,226.17449951171875,13.539999961853027,33.459999084472656,29,-1.004496117063864,-5.765985898222093,1,-476.1489781158229,1.3,-477.4489781158229,8,Stop loss triggered: 51.2% loss (limit: 50.0%),0.9999999999999787,101.44961170638638,2.2999999999999785,0.02267135340701546,240.0,put,-1,-0.2200197378081211,1.3821659411776304,2018-03-02 12:00:00,230.0,put,1,-0.0667865610978545,0.3876698241137666,2018-03-02 12:00:00,10.0,1.004496117063864,899.5503882936137
2018-02-01 12:00:00,2018-02-08 12:00:00,Bull Put Spread,247.20022583007807,226.17449951171875,13.470000267028809,33.459999084472656,28,-1.01364196448481,-5.7669004829641874,1,-475.32585184793777,1.3,-476.6258518479378,7,Stop loss triggered: 51.2% loss (limit: 50.0%),0.9999999999999787,102.36419644848098,2.2999999999999785,0.022468793580161094,240.0,put,-1,-0.2230158107893333,1.3699100483032165,2018-03-02 12:00:00,230.0,put,1,-0.0650541117684061,0.3662680838184065,2018-03-02 12:00:00,10.0,1.01364196448481,898.635803551519
2018-02-02 12:00:00,2018-02-08 12:00:00,Bull Put Spread,241.81866455078125,226.17449951171875,17.309999465942383,33.459999084472656,27,-0.7755986022771334,-3.4798479944265885,1,-270.4249392149455,1.3,-271.7249392149455,6,DTE exit: 22 <= 22,0.9999999999999898,78.55986022771333,2.29999999999999,0.02927703783246582,230.0,put,-1,-0.1781694050385917,1.3847328076977996,2018-03-02 12:00:00,220.0,put,1,-0.0779204198688754,0.6191342054206663,2018-03-02 12:00:00,10.0,0.7755986022771334,922.4401397722867
2018-02-07 12:00:00,2018-02-14 12:00:00,Bull Put Spread,234.9885711669922,236.6741180419922,27.729999542236328,19.26000022888184,29,-0.4238723246870517,-0.2174838963418788,1,20.63884283451729,1.3,19.33884283451729,7,Profit target reached: 48.7% (target: 45.0%),1.508503259454308,43.89573572815948,2.808503259454308,0.0639812321827113,215.0,put,-1,-0.1934398748114142,2.9699171121510037,2018-03-09 12:00:00,205.0,put,1,-0.1429549889074969,2.5611298200584955,2018-03-09 12:00:00,10.0,0.4238723246870517,957.6127675312948
2018-02-09 12:00:00,2018-02-14 12:00:00,Bull Put Spread,229.5719451904297,236.6741180419922,29.059999465942383,19.26000022888184,27,-0.41192996717427466,-0.10838572322274959,1,30.354424395152506,1.3,29.054424395152505,5,Profit target reached: 73.7% (target: 45.0%),1.5966621106314527,42.78965882805892,2.8966621106314525,0.06769537757407856,210.0,put,-1,-0.1965337315361514,3.0106424343126426,2018-03-09 12:00:00,200.0,put,1,-0.1454006719200813,2.6146790882446824,2018-03-09 12:00:00,10.0,0.41192996717427466,958.8070032825725
