short_delta,long_delta,stop_loss,trades,sharpe_full,sharpe_is,sharpe_oos,cagr_pct,total_return_pct,max_dd_pct,win_rate_pct,profit_factor,avg_win,avg_loss,largest_loss,avg_days_in_trade,calm_sharpe,stress_sharpe,stress_max_dd_pct,credit_pct_of_width,stop_as_pct_of_credit,pct_exit_stop,pct_exit_pt,pct_exit_dte
0.2,0.03,0.3,1817,0.5534114633471455,0.7306815427704746,0.9943662842279213,6.126648502466314,65.65341200368063,-18.827087120064938,86.73637864611999,1.5889432176397666,172.79894917933555,-711.1674816039508,-2973.6326434439425,18.170610897083105,0.5325396015803127,0.5670426093488374,-18.4949739523223,6.299021848243792,446.26442204457805,5.943863511282334,38.24986241056687,6.604292790313703
0.2,0.03,0.5,1817,0.566203503458096,0.6739377740381132,1.072968889625436,6.522720751318478,70.97493029013573,-18.221398948881586,87.34177215189874,1.6592010282117122,172.75079107767482,-718.4062920456803,-3174.691341276224,18.46119977985691,0.5602005097413979,0.6213580921145186,-17.881112752454857,6.299021848243792,743.7740367409635,2.4215740231150247,38.359933957072094,9.02586681342873
0.2,0.03,0.7,1817,0.5401184213715399,0.6595397766901582,0.9937670286776259,6.501583588424764,70.68717422063978,-20.411418054387227,87.50687947165657,1.6541141582906573,172.54652303338946,-730.6543940862108,-3714.3551927666126,18.570720968629608,0.5597532473482794,0.5893615163170551,-17.861528299836994,6.299021848243792,1041.283651437349,1.1557512383048982,38.359933957072094,10.016510731975785
0.2,0.03,0.99,1817,0.544342965773927,0.6580349201921557,0.997066895701466,6.614171878829511,72.22486059947236,-20.302927838531375,87.50687947165657,1.6774416798008995,172.54652303338946,-720.4934708780656,-3670.426765656946,18.618051733626857,0.5755933810969986,0.6030536247864872,-17.84486981330459,6.299021848243792,1472.6725927471077,0.1651073197578426,38.359933957072094,10.89708310401761
0.25,0.05,0.3,1895,0.5205410950567252,0.47144281440330726,1.2756627588179437,6.318977064405384,68.21894895334127,-28.833845140978127,82.32189973614776,1.445202959171578,215.24079742158472,-693.5464315211335,-2710.800329983331,17.80316622691293,0.45662683082238315,0.48157741464727816,-28.405626964575408,9.537680893610128,284.54187170487984,9.551451187335093,39.52506596306068,7.176781002638523
0.25,0.05,0.5,1895,0.6256967750779135,0.5909238520643876,1.3421003924490886,7.498139487453903,84.7286411419604,-25.74904787932308,83.7994722955145,1.6008758641544127,215.0887185495759,-694.9796656537634,-2729.4589182111863,18.305013192612137,0.5695798097415562,0.6140218293669839,-25.348185875357892,9.537680893610128,474.23645284146636,4.010554089709763,39.736147757255935,11.029023746701846
0.25,0.05,0.7,1895,0.6339815336672062,0.5778989363538025,1.3625793914482853,7.733925780645889,88.19625604829184,-25.248904524019515,83.85224274406332,1.6404628473136522,215.03836386561053,-680.6941507252831,-3209.1330017582504,18.480211081794195,0.5937707827508223,0.6385079057175361,-24.843881467357285,9.537680893610128,663.9310339780529,1.2664907651715038,39.736147757255935,13.08707124010554
0.25,0.05,0.99,1895,0.6334587872790665,0.5665542422804268,1.3597807650548188,7.835546852626729,89.7083775458845,-25.338440182654985,83.85224274406332,1.658523192664807,215.03836386561053,-673.2817904429664,-3153.165734326548,18.53825857519789,0.6042235407515718,0.654523172564928,-24.931980865417316,9.537680893610128,938.9881766261034,0.05277044854881266,39.736147757255935,14.089709762532982
0.3,0.1,0.3,2044,0.6108650382510168,0.6700408254521899,1.226163535916518,7.135031444660789,79.49875250568206,-23.484526435945444,77.34833659491194,1.4865474386798356,234.26546392057514,-538.1215374634522,-6193.598997843702,17.113013698630137,0.5689786491773328,0.6043592616788039,-23.484526435945444,15.06567159202376,169.1281956250987,15.851272015655576,40.019569471624266,10.176125244618394
0.3,0.1,0.5,2044,0.59162252719771,0.5260213927701761,1.3830484105906693,7.602397759549806,86.25491164601544,-27.824005207795132,79.15851272015657,1.5294447854389353,234.5254789384548,-582.4050694813831,-6193.598997843702,17.882093933463796,0.5459299525739002,0.5512129430461545,-27.824005207795132,15.06567159202376,281.8803260418312,7.876712328767123,40.21526418786693,16.43835616438356
0.3,0.1,0.7,2044,0.5777311290924173,0.49231010823568294,1.3829784120220132,7.710935626983284,87.85564114625228,-29.056284771374052,79.35420743639922,1.5427519398460456,234.40458352882143,-583.9940163745088,-6193.598997843702,18.168297455968688,0.5400121592852819,0.5635077242959502,-29.056284771374052,15.06567159202376,394.63245645856364,3.816046966731898,40.21526418786693,20.058708414872797
0.3,0.1,0.99,2044,0.5902088548386237,0.5104844025725997,1.3801936643393324,7.866900250050612,90.17707460037278,-27.8059878366391,79.35420743639922,1.564862659448878,234.40458352882143,-575.7424756608106,-6193.598997843702,18.364481409001957,0.557961036288484,0.5784480066077877,-27.8059878366391,15.06567159202376,558.1230455628257,0.19569471624266144,40.21526418786693,22.55381604696673
0.35,0.15,0.3,2092,0.9727230880177123,1.129342798116384,1.5603407240786444,9.164594849268681,110.49510797395597,-16.306848805610226,74.80879541108987,1.7441475515298563,251.11823062472712,-427.56165229074566,-1305.6036362562008,15.865200764818356,0.9576080331340396,0.9138807497742678,-16.306848805610226,20.362538670718973,117.32937029673786,20.363288718929255,43.021032504780116,11.32887189292543
0.35,0.15,0.5,2089,0.8033943994763785,0.8100444869779907,1.5842485196414375,8.933660436953339,106.7451929662365,-21.737556108660677,77.7884155098133,1.6637674202786732,249.24245486009892,-524.64409498246,-3753.119417034305,16.863571086644328,0.7509114321602746,0.760570323841899,-21.737556108660677,20.359827993956,195.58164251113982,11.871708951651508,43.75299186213499,17.855433221637146
0.35,0.15,0.7,2089,0.7701209156817057,0.7059124030143772,1.6721846549707955,9.077574124484066,109.07507883332686,-23.93838507818939,78.17137386309238,1.6833834742555673,249.01420428249352,-529.7395563966608,-3753.119417034305,17.293920536141695,0.7130539132065153,0.7294700848559184,-23.93838507818939,20.359827993956,273.81429951559574,6.270943034944949,43.94447103877454,22.594542843465774
0.35,0.15,0.99,2089,0.7995330690770107,0.7396358053151045,1.6991216712223047,9.375534103498318,113.97264348634558,-22.166412915051644,78.21924365725226,1.7359976736578995,248.89813793172937,-514.8884670867758,-3753.119417034305,17.601723312589755,0.7595681182655227,0.7677236727012425,-22.166412915051644,20.359827993956,387.2516521720569,0.6701771182383915,43.94447103877454,26.902824317855433
