entry_date,exit_date,strategy,underlying_price_entry,underlying_price_exit,vix_entry,vix_exit,entry_dte,entry_price,exit_price,contracts,pnl,commission,net_pnl,days_in_trade,exit_reason,entry_slippage_dollars,gross_credit_dollars,friction_dollars,friction_pct_of_credit,leg1_strike,leg1_type,leg1_position,leg1_delta,leg1_price,leg1_expiration,leg2_strike,leg2_type,leg2_position,leg2_delta,leg2_price,leg2_expiration,width,credit,max_loss_per_contract
2018-01-12 12:00:00,2018-01-18 12:00:00,Bull Put Spread,243.98715209960935,245.0581970214844,10.15999984741211,12.220000267028809,27,-0.7714240356128652,-0.738610045977497,1,3.281398963536819,1.3,1.981398963536819,6,DTE exit: 22 <= 22,0.9999999999999787,78.1424035612865,2.2999999999999785,0.02943344324181308,240.0,put,-1,-0.2625698545991609,1.1561432909626796,2018-02-09 12:00:00,235.0,put,1,-0.1033149605381743,0.3947192553498146,2018-02-09 12:00:00,5.0,0.7714240356128652,422.8575964387135
2018-01-16 12:00:00,2018-01-19 12:00:00,Bull Put Spread,243.1530914306641,246.1730499267578,11.65999984741211,11.270000457763672,30,-1.5740424660759609,-0.852516604080137,1,72.15258619958239,1.3,70.85258619958239,3,Profit target reached: 45.8% (target: 45.0%),0.9999999999999787,158.40424660759606,2.2999999999999785,0.014519812752858893,240.0,put,-1,-0.3311434079438228,1.947191343096412,2018-02-16 12:00:00,230.0,put,1,-0.0799121984107714,0.3831488770204514,2018-02-16 12:00:00,10.0,1.5740424660759609,842.5957533924039
2018-01-18 12:00:00,2018-01-22 12:00:00,Bull Put Spread,245.0581970214844,248.1747131347656,12.220000267028809,11.029999732971191,28,-0.8313003809740688,-0.3779452721014762,1,45.335510887259254,1.3,44.03551088725926,4,Profit target reached: 54.5% (target: 45.0%),0.9999999999999898,84.13003809740687,2.29999999999999,0.027338630196946063,240.0,put,-1,-0.2653636300810966,1.503001980967957,2018-02-16 12:00:00,235.0,put,1,-0.1330941601336762,0.681701599993888,2018-02-16 12:00:00,5.0,0.8313003809740688,416.8699619025931
2018-01-22 12:00:00,2018-01-26 12:00:00,Bull Put Spread,248.1747131347656,251.5897979736328,11.029999732971191,11.079999923706056,31,-1.538341576727826,-0.7997528374587619,1,73.8588739269064,1.3,72.5588739269064,4,Profit target reached: 48.0% (target: 45.0%),0.9999999999999787,154.83415767278257,2.2999999999999785,0.0148546033676927,245.0,put,-1,-0.3268360207259141,1.879315136791652,2018-02-23 12:00:00,235.0,put,1,-0.0753643815769192,0.3509735600638264,2018-02-23 12:00:00,10.0,1.538341576727826,846.1658423272174
2018-01-23 12:00:00,2018-02-01 12:00:00,Bull Put Spread,248.70150756835935,247.20022583007807,11.100000381469728,13.470000267028809,30,-1.3990263100244267,-1.8792206481415887,1,-48.019433811716205,1.3,-49.3194338117162,9,DTE exit: 22 <= 22,0.9999999999999787,140.90263100244266,2.2999999999999785,0.016323328979996877,245.0,put,-1,-0.3047695894383705,1.697112238538187,2018-02-23 12:00:00,235.0,put,1,-0.0674251401106181,0.3080859285137605,2018-02-23 12:00:00,10.0,1.3990263100244267,860.0973689975574
2018-01-24 12:00:00,2018-02-01 12:00:00,Bull Put Spread,248.6048889160156,247.20022583007807,11.470000267028809,13.470000267028809,29,-1.4520372785223135,-1.8792206481415887,1,-42.71833696192753,1.3,-44.018336961927524,8,DTE exit: 22 <= 22,0.9999999999999787,146.20372785223134,2.2999999999999785,0.015731473019105213,245.0,put,-1,-0.3117870873036228,1.7770793081633849,2018-02-23 12:00:00,235.0,put,1,-0.0716928698392974,0.3350420296410716,2018-02-23 12:00:00,10.0,1.4520372785223135,854.7962721477686
2018-01-25 12:00:00,2018-02-01 12:00:00,Bull Put Spread,248.71026611328125,247.20022583007807,11.579999923706056,13.470000267028809,28,-1.419809725840926,-1.8792206481415887,1,-45.94109223006628,1.3,-47.24109223006628,7,DTE exit: 22 <= 22,0.9999999999999787,142.98097258409257,2.2999999999999785,0.01608605647613189,245.0,put,-1,-0.3072137593953779,1.7307956448131898,2018-02-23 12:00:00,235.0,put,1,-0.0693817663124705,0.3209859189722641,2018-02-23 12:00:00,10.0,1.419809725840926,858.0190274159074
2018-01-29 12:00:00,2018-02-08 12:00:00,Bull Put Spread,249.92173767089844,226.17449951171875,13.84000015258789,33.459999084472656,31,-1.5398694403451945,-7.510850043053717,1,-597.0980602708522,1.3,-598.3980602708522,10,Stop loss triggered: 68.0% loss (limit: 50.0%),0.9999999999999787,154.9869440345194,2.2999999999999785,0.014839959677427485,245.0,put,-1,-0.3024989028819732,2.187362942836776,2018-03-02 12:00:00,235.0,put,1,-0.1032709272584478,0.6574935024915816,2018-03-02 12:00:00,10.0,1.5398694403451945,846.0130559654806
2018-02-02 12:00:00,2018-02-08 12:00:00,Bull Put Spread,241.81866455078125,226.17449951171875,17.309999465942383,33.459999084472656,27,-1.4041325821743147,-4.151258461768233,1,-274.71258795939184,1.3,-276.01258795939185,6,DTE exit: 22 <= 22,0.9999999999999787,141.41325821743146,2.2999999999999785,0.016264387292905656,235.0,put,-1,-0.2771637202588963,2.2908630521880067,2018-03-02 12:00:00,225.0,put,1,-0.1153484835186957,0.896730470013692,2018-03-02 12:00:00,10.0,1.4041325821743147,859.5867417825685
2018-02-09 12:00:00,2018-02-14 12:00:00,Bull Put Spread,229.5719451904297,236.6741180419922,29.059999465942383,19.26000022888184,27,-0.6221103111170918,-0.29582074965299054,1,32.628956146410125,1.3,31.328956146410125,5,Profit target reached: 52.4% (target: 45.0%),2.30229962624251,64.51333073795169,3.6022996262425098,0.05583806610256693,220.0,put,-1,-0.3030142349678298,4.416023937011444,2018-03-09 12:00:00,175.0,put,1,-0.116857751309607,3.816936622156777,2018-03-09 12:00:00,45.0,0.6221103111170918,4437.788968888291
