short_delta,wing,max_risk_percent,cagr_pct,sharpe,sortino,max_dd_pct,calmar,win_rate_pct,profit_factor,trades,return_pct,avg_width,avg_credit,avg_contracts,avg_days,friction_pct_of_credit,total_friction_dollars
0.24,w5,5,0.17325044305647186,-0.40789941439318445,-0.43934970666010076,-12.926050105828452,0.013403200640414658,65.06849315068493,1.079986444790952,438,1.480141031474359,5.0,0.7579403644103571,1.95662100456621,6.981735159817352,0.03832442076661782,2332.379629699905
0.24,w5,10,0.14508070173435694,-0.17106555131672596,-0.18184262956913227,-23.783368623062515,0.006100090531064364,65.625,1.0693364192644221,448,1.2381689931299662,5.0,0.766053102163607,3.6294642857142856,7.004464285714286,0.03737005205708699,4411.447053656717
0.24,w5,15,0.4258947206241759,-0.05007562495074432,-0.05469601217502946,-34.05790828353718,0.012505016957545913,64.70588235294117,1.0766181338569625,459,3.6732132823190295,5.0,0.7655587134618393,5.368191721132898,7.0021786492374725,0.03738633330773359,6683.673606802764
0.24,w5,20,-0.6481703445620379,-0.05162320469664595,-0.05524359902243615,-46.20150640182028,0.014029203700087598,65.31049250535332,1.0431597114486573,467,-5.370071718506624,5.0,0.7686080399720314,6.381156316916488,7.006423982869379,0.03713632562777511,8058.4212018577455
0.24,w5,30,-1.9723814852695587,-0.000489658307473282,-0.0005279141110237689,-63.222583807590674,0.031197419758614,64.12825651302605,1.0221497358144962,499,-15.556770056058047,5.0,0.7740392452747706,7.7955911823647295,7.034068136272545,0.036640224566195236,10467.026925503189
0.24,w10,5,0.9936234060080373,-0.25546013461246464,-0.2679381530660377,-9.129069343718003,0.1088416977237423,67.44186046511628,1.1511475787114058,430,8.754563527153696,10.0,1.2934737649466295,1.0,6.9511627906976745,0.022078200180405197,1158.566525923501
0.24,w10,10,1.3638492744072028,-0.04982433185881676,-0.0511110841323827,-19.799204856922636,0.06888404278166473,67.47787610619469,1.116205365552564,452,12.185380671888524,10.0,1.295408997039738,1.7898230088495575,6.95575221238938,0.022348302894175904,2155.445600441102
0.24,w10,15,2.6997618863525252,0.11596271651653994,0.11951575389827722,-25.314947915810315,0.10664694611780748,67.2566371681416,1.1486250891329473,452,25.372556080012366,10.0,1.2910873304210237,2.7212389380530975,6.95575221238938,0.022360852228096046,3299.2190346323932
0.24,w10,20,3.1826978657874427,0.15140341713167454,0.16062460499143602,-31.202949282526752,0.10199990510415348,66.51884700665188,1.1375759747334315,451,30.465740785130947,10.0,1.297833478908998,3.598669623059867,6.975609756097561,0.022305489166839713,4376.811745066544
0.24,w10,30,3.4383975109393283,0.17935424285044693,0.1865187745144184,-48.31666894340256,0.07116379473442212,67.3913043478261,1.1096693517438947,460,33.23562965486719,10.0,1.295433397269136,5.056521739130435,6.973913043478261,0.022347502115712806,6247.281675435351
0.24,w15,5,0.0,-9.294110888045544e+16,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,
0.24,w15,10,1.5399288305314451,-0.06858955935634489,-0.07113577772122004,-12.21620913646663,0.12605619413755784,68.04597701149426,1.162774632231125,435,13.85031971217677,15.0,1.651787862979425,1.0,6.896551724137931,0.01806964313246631,1168.121070257421
0.24,w15,15,2.4285689815048306,0.09008693649480246,0.08880010639586886,-22.106537670792413,0.10985750087466221,68.29268292682927,1.1489552320309844,451,22.590081589067704,15.0,1.653652340846643,1.6363636363636365,6.917960088691796,0.0179917498582068,1950.5122506239202
0.24,w15,20,3.948882687187405,0.21282732765834772,0.22086773111470104,-26.31757423137516,0.15004736578189812,68.45637583892618,1.1811875754807377,447,38.92112179380518,15.0,1.6654033787073819,2.319910514541387,6.912751677852349,0.017925270087593797,2785.6739220680097
0.24,w15,30,4.870569960379134,0.2386506022749171,0.24591117070975235,-38.528159334457825,0.1264158486809184,68.02575107296137,1.1469612872445005,466,49.73039300066164,15.0,1.6688834226904545,3.4914163090128754,6.931330472103005,0.01777204115030716,4358.404374226556
0.24,w20,5,0.0,-9.294110888045544e+16,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,
0.24,w20,10,-1.6187972664455708,-0.7298871705313056,-0.5443698889750868,-16.89591830133689,0.09580996058186925,64.65116279069767,0.8484028093923527,215,-12.936230954845632,20.0,1.9094034054559552,1.0,7.079069767441861,0.014344627587728784,554.7372957991015
0.24,w20,15,1.71217026622148,-0.015038626454957202,-0.015222053858584893,-15.413164905028212,0.11108492491784873,68.56492027334852,1.143850517077146,439,15.500019206542984,20.0,1.9016551820453098,1.0068337129840548,6.88382687927107,0.01656694086938125,1185.2634572566953
0.24,w20,20,1.1098952331722645,-0.03894449823009091,-0.03733905896403529,-27.227578402840486,0.04076364106829552,68.83408071748879,1.07462568643613,446,9.821923479314009,20.0,1.9047243201861161,1.2690582959641257,6.896860986547085,0.016483977839316134,1508.3894628973233
0.24,w20,30,2.8585899916588664,0.13491091323770654,0.1359970164589143,-39.73810618257174,0.0719357379167853,68.7089715536105,1.1068063998771864,457,27.027893204935282,20.0,1.9215518366811355,2.2560175054704596,6.905908096280087,0.016338796959840675,2753.610266109871
0.24,w30,5,0.0,-9.294110888045544e+16,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,
0.24,w30,10,0.0,-9.294110888045544e+16,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,
0.24,w30,15,-1.213967176052111,-1.1402932268506007,-0.29646302765568505,-14.660651869966527,0.08280444736151303,58.333333333333336,0.5034783511023158,24,-9.848017970658548,30.0,2.3416210291126345,1.0,7.291666666666667,0.012065187771876753,58.142931251585686
0.24,w30,20,1.264267543950548,-0.0481689728571741,-0.04771699535195404,-23.95083057323031,0.05278595830257393,69.86301369863014,1.0894202478116417,438,11.25331586628963,30.0,2.1591599522694036,1.0,6.8173515981735155,0.01598469940476711,1178.377519597297
0.24,w30,30,0.5297233468649631,-0.07211700728322709,-0.0683857669614633,-35.25760862561598,0.015024369703851645,69.88764044943821,1.038037134480591,445,4.586547691069245,30.0,2.1691537984569735,1.101123595505618,6.835955056179776,0.015888635947946674,1318.6211544443267
0.24,d10,5,-0.04087271732416964,-0.9735906648027286,-0.5753637770843432,-7.012535055410665,0.0058285223533582845,69.50354609929079,1.0271590250151172,141,-0.3464010791023429,9.042553191489361,1.1283512748171534,1.1914893617021276,6.858156028368795,0.02173670668220975,386.3999999999981
0.24,d10,10,2.4263079361446227,0.10061078472514513,0.09111144320108898,-11.568947268667802,0.209725905028178,69.25373134328359,1.2570459319071257,335,22.567113870678497,15.283582089552239,1.8045426966892666,1.4955223880597015,6.946268656716418,0.015369775493567083,1181.6916221045756
0.24,d10,15,3.0962932586910963,0.16481082973310257,0.15361370213160283,-16.945610651737844,0.18271948543639874,70.17994858611826,1.2036198640692717,389,29.541307739800303,17.082262210796916,1.8912649468149108,2.051413881748072,6.930591259640103,0.014985363408946196,1900.65884342496
0.24,d10,20,5.170835548232944,0.316278118291805,0.2988023720789094,-25.148450450197657,0.20561249125360337,70.30878859857482,1.2539852098929531,421,53.40856149838661,17.719714964370546,1.8875669229128633,2.6365795724465557,6.971496437054632,0.01550124922960436,2661.489029934197
0.24,d10,30,4.116952257976436,0.2040353967038645,0.19597645978823972,-37.409149823465484,0.11005201340860231,68.81720430107528,1.142943457205909,465,40.839251845537014,18.21505376344086,1.850703226444488,3.2559139784946236,6.918279569892473,0.018755056714834285,3639.160021347655
0.24,d08,5,-0.21033365951880212,-1.4144734542067503,-0.6411410040820258,-4.909057148657438,0.04284604011512182,68.96551724137932,0.9290223572529108,87,-1.7713364275357888,9.827586206896552,1.1147929450352976,1.0344827586206897,6.931034482758621,0.0211016957730372,206.9999999999989
0.24,d08,10,0.33477609375967,-0.3780376846741307,-0.2771426677658204,-11.551068082067113,0.02898226305837515,68.01801801801803,1.0730449017548687,222,2.8774876893335386,15.337837837837839,1.6878588306722107,1.337837837837838,6.896396396396397,0.015130842783940486,687.9087803668857
0.24,d08,15,2.4523675122687605,0.09571811268553405,0.08348114430430055,-16.903323513052374,0.14508197221541055,70.17543859649122,1.2059480604063892,342,22.83205766962794,19.166666666666668,2.0153613568918836,1.4736842105263157,6.906432748538012,0.013721698402123885,1188.507431914979
0.24,d08,20,2.211766691558048,0.06905666189775544,0.06219736777138814,-23.67167008448804,0.09343517730958116,69.76744186046511,1.1368053849262252,387,20.404994260868826,20.62015503875969,2.062741823527407,1.8036175710594315,6.912144702842378,0.013594945237414308,1652.596487130492
0.24,d08,30,3.8743775886423526,0.1939142752942076,0.1742625278001492,-36.31842418321534,0.10667802019981105,69.94949494949495,1.1533662032343321,396,38.078215122405076,22.967171717171716,2.0592879161912827,2.76010101010101,7.063131313131313,0.01706211241100327,2615.2886836474645
