short_delta,wing,max_risk_percent,cagr_pct,sharpe,sortino,max_dd_pct,calmar,win_rate_pct,profit_factor,trades,return_pct,avg_width,avg_credit,avg_contracts,avg_days,friction_pct_of_credit,total_friction_dollars
0.16,w5,5,-0.5705995060300117,-0.8631453036457571,-0.8647831800935398,-10.271184175879423,0.055553429503288676,65.61797752808988,1.0070438627846112,445,-4.741099874327628,5.0,0.41973317644612296,1.804494382022472,6.901123595505618,0.08742805329338757,1996.1726068990029
0.16,w5,10,-1.5331298840282837,-0.6085103637414695,-0.6107181546289217,-19.83565324354151,0.07729162559985116,65.38461538461539,0.9716945034391352,442,-12.290625302835924,5.0,0.41970087590868965,3.3009049773755654,6.904977375565611,0.0873211110986928,3665.2342336917163
0.16,w5,15,-2.7713544088226127,-0.49739589489345903,-0.5000166773989616,-32.652573580389124,0.08487399628698995,65.98639455782312,0.9511688217342354,441,-21.22356686313342,5.0,0.42233231425239165,4.841269841269841,6.904761904761905,0.08702730052754461,5376.801546442813
0.16,w5,20,-3.505204552729446,-0.4075273919267097,-0.41333812006466664,-40.297908220377884,0.08698229529831851,65.41019955654102,0.9564925001054674,451,-26.130094911185925,5.0,0.4252928188381823,6.075388026607539,6.940133037694014,0.086053746632955,6896.056692044216
0.16,w5,30,-6.2763426217987694,-0.36739391930393306,-0.36952356814910364,-56.81326028198427,0.11047319922579808,66.5943600867679,0.9279178092878732,461,-42.31623964286401,5.0,0.42502824070834655,7.856832971800434,6.908893709327549,0.08590396132599798,9089.489398950205
0.16,w10,5,0.35256034253108304,-0.6287414235436625,-0.6134475404730914,-6.985149627165987,0.05047284043278593,71.32530120481928,1.1166566733705137,415,3.0323703704971194,10.0,0.7349052203283531,1.0,6.879518072289157,0.03838453471569145,1023.7513487044664
0.16,w10,10,0.25653377969727664,-0.32600407233685913,-0.31423185752035054,-13.162035884778126,0.019490433086720084,70.86956521739131,1.0750748756744868,460,2.19851377063811,10.0,0.7180190628310262,1.6391304347826088,6.863043478260869,0.05465859950235998,1867.091469473663
0.16,w10,15,0.11036154548869082,-0.21766688397772052,-0.20979487106589614,-18.911151785910164,0.005835791851182548,69.54545454545455,1.0582790651922238,440,0.9406392402089477,10.0,0.7105921839763867,2.522727272727273,6.8522727272727275,0.056136906233027056,2772.750265982543
0.16,w10,20,-0.19968724702310592,-0.1718883531784037,-0.16803077609264302,-26.502715446779778,0.007534595744503946,70.37037037037037,1.0416672647365415,459,-1.682346740264802,10.0,0.7210770024052097,3.1633986928104574,6.893246187363834,0.05471791154917757,3636.1850966972033
0.16,w10,30,-0.8553939368539987,-0.10512950612666776,-0.1024028179751302,-39.81210084485201,0.021485777406911377,70.13274336283186,1.0252781448836663,452,-7.032384209517331,10.0,0.720634284888082,4.738938053097345,6.8628318584070795,0.05504767172150759,5370.351177994032
0.16,w15,5,0.0,-9.294110888045544e+16,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,
0.16,w15,10,0.30278677633222006,-0.46535094781785413,-0.4481198136610182,-10.583624173248129,0.028608987939836718,70.4225352112676,1.0791747727967589,426,2.5994102775465584,15.0,0.9064049341766218,1.0,6.816901408450704,0.044567964920755446,1065.9902482260475
0.16,w15,15,-1.225772808667347,-0.5501912626090301,-0.4826241909530467,-16.365923856109127,0.07489786824407021,70.1098901098901,0.9351120124315725,455,-9.939426122527275,15.0,0.9237356131069293,1.1846153846153846,6.87032967032967,0.0428581214028257,1329.2374714961538
