dte,short_delta,long_delta,profit_target,stop_loss,dte_min,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,below_min_trades,stability_score,stability_n
21,0.35,0.15,0.8,0.30000000000000004,5,150000,229890.0009964132,79890.0009964132,53.260000664275466,7.431413056457203,0.7411270426967251,0.775890540366912,-16.765421390026933,0.4432583520315122,7.346286124588961,1401,1027,374,73.30478229835832,220.75658159013375,-387.71579758472393,468.37509408716187,-1305.6036362562008,1.5635040299875396,16.16345467523198,46,71,64.7887323943662,4.670442136205355,-5.353726402908987,0.6279685776205466,,0.6072749589534119,12
21,0.35,0.15,0.8,0.30000000000000004,5,150000,229890.0009964132,79890.0009964132,53.260000664275466,7.431413056457203,0.7411270426967251,0.775890540366912,-16.765421390026933,0.4432583520315122,7.346286124588961,1401,1027,374,73.30478229835832,220.75658159013375,-387.71579758472393,468.37509408716187,-1305.6036362562008,1.5635040299875396,16.16345467523198,46,71,64.7887323943662,4.670442136205355,-5.353726402908987,0.6279685776205466,,0.6072749589534119,12
21,0.35,0.17,0.9,0.30000000000000004,5,150000,224157.6467159762,74157.64671597621,49.43843114398414,6.97693224414897,0.7367714457164347,0.7726873545417301,-14.9435915147848,0.466884566353823,6.757194829752235,1401,1010,391,72.09136331192005,204.83892680711782,-334.80401370650793,434.28570760074547,-1172.7534315975836,1.5803979309179197,17.931477516059957,47,71,66.19718309859155,4.12788275343603,-4.887615575378068,0.5885256878221353,,0.6254449790552487,18
21,0.35,0.17,0.9,0.30000000000000004,5,150000,224157.6467159762,74157.64671597621,49.43843114398414,6.97693224414897,0.7367714457164347,0.7726873545417301,-14.9435915147848,0.466884566353823,6.757194829752235,1401,1010,391,72.09136331192005,204.83892680711782,-334.80401370650793,434.28570760074547,-1172.7534315975836,1.5803979309179197,17.931477516059957,47,71,66.19718309859155,4.12788275343603,-4.887615575378068,0.5885256878221353,,0.6254449790552487,18
21,0.35,0.19,0.9,0.30000000000000004,5,150000,215176.90922585444,65176.90922585444,43.451272817236294,6.24507342960543,0.6991407395692955,0.7548531680726102,-13.3398484822388,0.4681517513426308,6.0751804295820975,1401,998,403,71.23483226266953,184.419260709144,-290.45214134467597,401.9087483076697,-1061.7897201837561,1.5723788344576315,17.743754461099215,46,71,64.7887323943662,3.6882419834865177,-4.50832239429152,0.5264975389862765,,0.5956984283106826,15
21,0.35,0.17,0.9,0.30000000000000004,7,150000,217400.1821606705,67400.18216067049,44.933454773780326,6.428586302581585,0.6962441162636975,0.7514704158957842,-12.459430777086737,0.5159614766995573,6.375546550116275,1401,978,423,69.80728051391864,195.0017509126568,-287.21094617479787,434.28570760074547,-1106.2044863892752,1.56976994799077,16.705924339757317,45,71,63.38028169014085,4.079397220122183,-4.604350837176552,0.5425778841378756,,0.5992173378234634,21
21,0.35,0.19,0.8,0.30000000000000004,5,150000,210711.56310783626,60711.563107836264,40.47437540522418,5.871677547908716,0.6549959560543624,0.7192367157474618,-13.337643050191009,0.4402335199564834,5.933549189088691,1401,1012,389,72.23411848679515,174.8295231913943,-294.0735587709201,401.9087483076697,-1061.7897201837561,1.546641670647012,14.89007851534618,46,71,64.7887323943662,3.597059517612178,-4.6068742301594305,0.49468957264010815,,0.5715519438501556,18
21,0.35,0.19,0.9,0.30000000000000004,7,150000,209116.95476656788,59116.954766567884,39.41130317771192,5.736738727069413,0.6547238845554241,0.7250713831899774,-10.985063724418927,0.5222308100331814,5.722230210558313,1401,968,433,69.09350463954318,174.91010898445427,-250.2880617330637,388.6208702353835,-901.8091683913801,1.5622920984977555,16.417558886509635,45,71,63.38028169014085,3.6285020455221417,-4.1487664497452,0.4837803214262058,,0.5700572719976941,18
21,0.35,0.19,0.9,0.30000000000000004,7,150000,209116.95476656788,59116.954766567884,39.41130317771192,5.736738727069413,0.6547238845554241,0.7250713831899774,-10.985063724418927,0.5222308100331814,5.722230210558313,1401,968,433,69.09350463954318,174.91010898445427,-250.2880617330637,388.6208702353835,-901.8091683913801,1.5622920984977555,16.417558886509635,45,71,63.38028169014085,3.6285020455221417,-4.1487664497452,0.4837803214262058,,0.5700572719976941,18
24,0.35,0.17,0.9,0.30000000000000004,9,150000,211968.24823590793,61968.24823590793,41.31216549060529,5.97742324091779,0.6499681129203234,0.7170331668164149,-11.450771725090881,0.5220105146118742,6.15386315149723,1401,993,408,70.8779443254818,177.25498558191646,-275.0604226641359,418.25629824164383,-1106.2044863892752,1.5684094077815907,15.948608137044967,45,71,63.38028169014085,3.9234990448739016,-4.323348876973487,0.5031494910060015,,0.49658334679376126,9
