dte,short_delta,long_delta,profit_target,stop_loss,dte_min,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,below_min_trades,stability_score,stability_n
24,0.35,0.19,0.9,0.30000000000000004,5,150000,219094.63999165196,69094.63999165196,46.06309332776797,6.567404073225225,0.7022868097113545,0.7681686006178279,-14.33486170654758,0.45814212984179004,6.519473659040852,1217,894,323,73.45932621199671,199.40198638785182,-334.80002595347975,412.47776626104445,-1209.2976493273718,1.6484622029484246,15.80443714050945,50,71,70.4225352112676,4.571553342925783,-4.69794297048497,0.5562979347193647,,0.5326808067319088,42
27,0.35,0.16999999999999998,0.9,0.30000000000000004,5,150000,235203.90796656517,85203.90796656517,56.80260531104344,7.844371824010565,0.7004917821621571,0.7696681075713743,-19.083249045356116,0.4110606011254401,8.444354737364819,1253,936,317,74.70071827613727,236.55506389778287,-427.49247644183015,477.30146579734674,-1412.7617667699267,1.6338807649312204,18.599361532322426,48,71,67.6056338028169,6.37567438592852,-6.415062508057856,0.6710419226695964,,0.5602705708868887,27
27,0.35,0.16999999999999998,0.9,0.30000000000000004,5,150000,235203.90796656517,85203.90796656517,56.80260531104344,7.844371824010565,0.7004917821621571,0.7696681075713743,-19.083249045356116,0.4110606011254401,8.444354737364819,1253,936,317,74.70071827613727,236.55506389778287,-427.49247644183015,477.30146579734674,-1412.7617667699267,1.6338807649312204,18.599361532322426,48,71,67.6056338028169,6.37567438592852,-6.415062508057856,0.6710419226695964,,0.5602705708868887,27
24,0.35,0.16999999999999998,0.9,0.30000000000000004,5,150000,224851.04080498673,74851.04080498673,49.90069386999115,7.032417593248486,0.6991419897105301,0.7566638692054876,-15.861322723187188,0.4433689242680881,7.243643174856611,1218,905,313,74.30213464696223,218.53165204902672,-389.73881651068297,477.30146579734674,-1209.2976493273718,1.6212311087747737,15.780788177339902,50,71,70.4225352112676,5.040565864781987,-5.318472795974849,0.5966680059351207,,0.5329401441340521,48
21,0.35,0.16999999999999998,0.9,0.30000000000000004,5,150000,219010.0750062199,69010.07500621991,46.00671667081327,6.560497337900095,0.6746665651945108,0.7228222562968651,-15.403336826447047,0.42591403484963897,6.805150459604907,1205,888,317,73.6929460580913,211.32682505375163,-370.75889329989803,433.2280928863998,-1209.2976493273718,1.596675843257497,14.854771784232366,48,71,67.6056338028169,4.664920903722303,-5.222351847617823,0.556725268131711,,0.5304810986375683,35
21,0.35,0.16999999999999998,0.9,0.30000000000000004,5,150000,219010.0750062199,69010.07500621991,46.00671667081327,6.560497337900095,0.6746665651945108,0.7228222562968651,-15.403336826447047,0.42591403484963897,6.805150459604907,1205,888,317,73.6929460580913,211.32682505375163,-370.75889329989803,433.2280928863998,-1209.2976493273718,1.596675843257497,14.854771784232366,48,71,67.6056338028169,4.664920903722303,-5.222351847617823,0.556725268131711,,0.5304810986375683,35
24,0.35,0.21000000000000002,0.9,0.30000000000000004,5,150000,209618.715515244,59618.715515243995,39.745810343496,5.779290735413611,0.6683599680838512,0.739669627737539,-12.235232530519113,0.4723482550084734,5.660338543756563,1200,864,336,72.0,179.28341767114668,-280.0845283384864,378.9578039764507,-995.4200511090276,1.6459834654836971,15.715833333333334,47,71,66.19718309859155,3.549277199932943,-4.048900193015459,0.4884005180985246,,0.5266717213292397,24
24,0.32999999999999996,0.15000000000000002,0.9,0.30000000000000004,5,150000,223073.7642191902,73073.7642191902,48.71584281279346,6.8899132531275775,0.6548365119440753,0.6972419369657161,-17.403642661159516,0.3958891473050124,7.566856301186707,1230,937,293,76.1788617886179,211.04781636197518,-422.37914456263724,435.7073520486253,-1317.4323884215787,1.5979028349717792,15.773983739837398,48,71,67.6056338028169,5.056866556733541,-5.5249298825019615,0.5872310316399708,,0.5270908329088773,50
24,0.32999999999999996,0.15000000000000002,0.9,0.30000000000000004,5,150000,223073.7642191902,73073.7642191902,48.71584281279346,6.8899132531275775,0.6548365119440753,0.6972419369657161,-17.403642661159516,0.3958891473050124,7.566856301186707,1230,937,293,76.1788617886179,211.04781636197518,-422.37914456263724,435.7073520486253,-1317.4323884215787,1.5979028349717792,15.773983739837398,48,71,67.6056338028169,5.056866556733541,-5.5249298825019615,0.5872310316399708,,0.5270908329088773,50
24,0.32999999999999996,0.15000000000000002,0.9,0.30000000000000004,5,150000,223073.7642191902,73073.7642191902,48.71584281279346,6.8899132531275775,0.6548365119440753,0.6972419369657161,-17.403642661159516,0.3958891473050124,7.566856301186707,1230,937,293,76.1788617886179,211.04781636197518,-422.37914456263724,435.7073520486253,-1317.4323884215787,1.5979028349717792,15.773983739837398,48,71,67.6056338028169,5.056866556733541,-5.5249298825019615,0.5872310316399708,,0.5270908329088773,50
