near_dte,far_dte,target_delta,profit_target,stop_loss,vix_min,vix_max,dte_exit,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct
15,45,0.55,0.6,-0.1,10,20,1,10000,19060.196683717655,9060.196683717655,90.60196683717655,1275.8853468033687,10.40051188396157,36.46542589756555,-1.4887042773731418,858.0215185405073,25.88467804565651,22,21,1,95.45454545454545,438.42650427784446,-86.95990611706536,1042.9424843528848,-86.95990611706536,105.87588005718791,12.0,2,3,66.66666666666666,30.84466631828402,0.0,14.882192134326814
10,45,0.55,0.5,-0.1,15,30,1,10000,20418.40752019283,10418.407520192832,104.18407520192832,1720.0733073610108,10.336732799662553,30.227526455618893,-3.1029711566370164,554.3310654634693,28.891916370103477,38,35,3,92.10526315789474,312.2940463615758,-112.43039506097499,939.9552707171287,-171.0450603280915,32.40609924842023,6.2894736842105265,3,3,100.0,35.94776395177133,1.4886761301841522,20.23292458516512
10,45,0.5,0.4,-0.1,15,30,1,10000,20418.40752019283,10418.407520192832,104.18407520192832,1720.0733073610108,10.336732799662553,30.227526455618893,-3.1029711566370164,554.3310654634693,28.891916370103477,38,35,3,92.10526315789474,312.2940463615758,-112.43039506097499,939.9552707171287,-171.0450603280915,32.40609924842023,6.2894736842105265,3,3,100.0,35.94776395177133,1.4886761301841522,20.23292458516512
10,45,0.6,0.6,-0.1,15,30,1,10000,20418.40752019283,10418.407520192832,104.18407520192832,1720.0733073610108,10.336732799662553,30.227526455618893,-3.1029711566370164,554.3310654634693,28.891916370103477,38,35,3,92.10526315789474,312.2940463615758,-112.43039506097499,939.9552707171287,-171.0450603280915,32.40609924842023,6.2894736842105265,3,3,100.0,35.94776395177133,1.4886761301841522,20.23292458516512
10,45,0.6,0.6,-0.1,15,30,1,10000,20418.40752019283,10418.407520192832,104.18407520192832,1720.0733073610108,10.336732799662553,30.227526455618893,-3.1029711566370164,554.3310654634693,28.891916370103477,38,35,3,92.10526315789474,312.2940463615758,-112.43039506097499,939.9552707171287,-171.0450603280915,32.40609924842023,6.2894736842105265,3,3,100.0,35.94776395177133,1.4886761301841522,20.23292458516512
10,45,0.5,0.5,-0.1,15,30,1,10000,20418.40752019283,10418.407520192832,104.18407520192832,1720.0733073610108,10.336732799662553,30.227526455618893,-3.1029711566370164,554.3310654634693,28.891916370103477,38,35,3,92.10526315789474,312.2940463615758,-112.43039506097499,939.9552707171287,-171.0450603280915,32.40609924842023,6.2894736842105265,3,3,100.0,35.94776395177133,1.4886761301841522,20.23292458516512
10,45,0.55,0.7,-0.1,15,30,1,10000,20418.40752019283,10418.407520192832,104.18407520192832,1720.0733073610108,10.336732799662553,30.227526455618893,-3.1029711566370164,554.3310654634693,28.891916370103477,38,35,3,92.10526315789474,312.2940463615758,-112.43039506097499,939.9552707171287,-171.0450603280915,32.40609924842023,6.2894736842105265,3,3,100.0,35.94776395177133,1.4886761301841522,20.23292458516512
10,45,0.6,0.5,-0.1,15,30,1,10000,20418.40752019283,10418.407520192832,104.18407520192832,1720.0733073610108,10.336732799662553,30.227526455618893,-3.1029711566370164,554.3310654634693,28.891916370103477,38,35,3,92.10526315789474,312.2940463615758,-112.43039506097499,939.9552707171287,-171.0450603280915,32.40609924842023,6.2894736842105265,3,3,100.0,35.94776395177133,1.4886761301841522,20.23292458516512
10,45,0.55,0.6,-0.1,15,30,1,10000,20418.40752019283,10418.407520192832,104.18407520192832,1720.0733073610108,10.336732799662553,30.227526455618893,-3.1029711566370164,554.3310654634693,28.891916370103477,38,35,3,92.10526315789474,312.2940463615758,-112.43039506097499,939.9552707171287,-171.0450603280915,32.40609924842023,6.2894736842105265,3,3,100.0,35.94776395177133,1.4886761301841522,20.23292458516512
10,45,0.55,0.6,-0.1,15,30,1,10000,20418.40752019283,10418.407520192832,104.18407520192832,1720.0733073610108,10.336732799662553,30.227526455618893,-3.1029711566370164,554.3310654634693,28.891916370103477,38,35,3,92.10526315789474,312.2940463615758,-112.43039506097499,939.9552707171287,-171.0450603280915,32.40609924842023,6.2894736842105265,3,3,100.0,35.94776395177133,1.4886761301841522,20.23292458516512
