near_dte,far_dte,target_delta,profit_target,stop_loss,vix_min,vix_max,dte_exit,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct,stability_score,stability_n
14,45,0.45,0.4,-0.19999999999999996,10,50,5,10000,17193.19227113262,7193.192271132619,71.9319227113262,15.321442407381113,1.6227345221411704,1.815471183299165,-13.633630907442178,1.1240869285069293,7.750901419115112,84,55,29,65.47619047619048,237.31218200721074,-193.3959482618991,690.5331386685147,-480.4127262190464,2.3272195306553853,12.607142857142858,26,45,57.77777777777777,6.088794152670429,-4.649042233951195,1.1895923970693072,0.9301070449879946,6
14,39,0.45,0.5,-0.5,10,50,5,10000,18236.9063976661,8236.906397666098,82.36906397666098,17.123134723954927,1.5621743978868634,1.9426466484910858,-15.568502146740165,1.0998575561451993,9.116297560650567,90,58,32,64.44444444444444,255.8653793649674,-195.67012857826944,1080.3241664003092,-528.5620936725428,2.3700909457597548,13.222222222222221,27,45,60.0,6.355070903745608,-5.931943016177477,1.2503913649282854,1.1882885975520103,7
14,45,0.45,0.5,-0.5,10,50,5,10000,16439.391203618718,6439.391203618718,64.39391203618717,13.969413462759528,1.4295480525018105,1.6379603247607464,-18.05355297489014,0.773992306547733,7.984968655866828,78,52,26,66.66666666666666,224.49729829917356,-191.82058529090335,893.4242968500167,-605.1741481434069,2.3407007955763945,13.23076923076923,28,45,62.22222222222222,6.5173180534596975,-5.831950463095803,1.086625329724799,0.9483548759381298,12
14,45,0.45,0.6,-0.5,10,45,5,10000,16439.391203618718,6439.391203618718,64.39391203618717,13.969413462759528,1.4295480525018105,1.6379603247607464,-18.05355297489014,0.773992306547733,7.984968655866828,78,52,26,66.66666666666666,224.49729829917356,-191.82058529090335,893.4242968500167,-605.1741481434069,2.3407007955763945,13.23076923076923,28,45,62.22222222222222,6.5173180534596975,-5.831950463095803,1.086625329724799,0.9903561065302812,12
14,45,0.45,0.6,-0.5,10,40,5,10000,16439.391203618718,6439.391203618718,64.39391203618717,13.969413462759528,1.4295480525018105,1.6379603247607464,-18.05355297489014,0.773992306547733,7.984968655866828,78,52,26,66.66666666666666,224.49729829917356,-191.82058529090335,893.4242968500167,-605.1741481434069,2.3407007955763945,13.23076923076923,28,45,62.22222222222222,6.5173180534596975,-5.831950463095803,1.086625329724799,1.1944083384345503,10
14,45,0.45,0.5,-0.5,10,45,5,10000,16439.391203618718,6439.391203618718,64.39391203618717,13.969413462759528,1.4295480525018105,1.6379603247607464,-18.05355297489014,0.773992306547733,7.984968655866828,78,52,26,66.66666666666666,224.49729829917356,-191.82058529090335,893.4242968500167,-605.1741481434069,2.3407007955763945,13.23076923076923,28,45,62.22222222222222,6.5173180534596975,-5.831950463095803,1.086625329724799,0.9830343906070331,16
14,45,0.45,0.5,-0.5,10,40,5,10000,16439.391203618718,6439.391203618718,64.39391203618717,13.969413462759528,1.4295480525018105,1.6379603247607464,-18.05355297489014,0.773992306547733,7.984968655866828,78,52,26,66.66666666666666,224.49729829917356,-191.82058529090335,893.4242968500167,-605.1741481434069,2.3407007955763945,13.23076923076923,28,45,62.22222222222222,6.5173180534596975,-5.831950463095803,1.086625329724799,1.127740025406761,14
14,45,0.45,0.5,-0.4,10,45,5,10000,16462.27100257639,6462.271002576392,64.62271002576392,14.011116455307505,1.4170580637080628,1.5607491991234426,-17.878758185408675,0.7838920008776472,8.087334902634687,78,52,26,66.66666666666666,224.49729829917356,-190.9405930233005,893.4242968500167,-582.2943491857332,2.351488436738836,13.192307692307692,28,45,62.22222222222222,6.50554091322606,-5.6315342117807425,1.0893595029738667,0.9812781747164485,19
14,45,0.45,0.4,-0.4,10,40,5,10000,16286.502821152655,6286.502821152655,62.86502821152655,13.689640420395065,1.393539987984441,1.522689295156421,-17.878758185408675,0.7659104931155586,8.016879454098607,79,53,26,67.08860759493672,216.96964773836396,-190.9405930233005,522.9386819610947,-582.2943491857332,2.316344968480492,13.113924050632912,28,45,62.22222222222222,6.50554091322606,-5.6315342117807425,1.0644751914137227,0.9947634170099738,11
14,36,0.45,0.5,-0.5,10,50,5,10000,17260.3189031826,7260.3189031826005,72.603189031826,15.43970832596775,1.339611583737314,1.5828323214355309,-20.1870471026145,0.7648324317808768,9.581026904917735,76,50,26,65.78947368421053,274.4309960764829,-235.71113114015984,1080.3241664003092,-538.4934078233294,2.2389774847666537,13.171052631578947,26,45,57.77777777777777,7.296953215152868,-6.720326184689595,1.1321957086966654,0.9800686446112111,4
14,42,0.45,0.6,-0.5,10,55,5,10000,15954.883753245256,5954.883753245256,59.54883753245256,13.076086849370917,1.3364824163957882,1.5472240074939116,-18.070103433667253,0.7238449958032329,7.949148566089809,88,57,31,64.77272727272727,201.96628365358316,-172.54021919917903,893.4242968500167,-605.1741481434069,2.15229447365877,13.238636363636363,27,45,60.0,6.204963433768795,-5.8330573690838055,1.0183862789308062,0.7122481990092018,6
14,45,0.45,0.4,-0.4,10,40,8,10000,13911.237991087513,3911.2379910875134,39.112379910875134,9.07170052526245,1.3139508237529156,1.5300143888958975,-10.498530830871669,0.8644476851088311,5.199995191278208,140,99,41,70.71428571428572,82.50184496523748,-96.55474781636616,319.92556781093026,-412.0224728608678,2.0632001687592343,7.0,27,45,60.0,5.947126384103707,-3.348555606056214,0.7067175726288778,1.1830778696866673,9
14,45,0.45,0.6,-0.5,5,45,8,10000,13911.237991087513,3911.2379910875134,39.112379910875134,9.07170052526245,1.3139508237529156,1.5300143888958975,-10.498530830871669,0.8644476851088311,5.199995191278208,140,99,41,70.71428571428572,82.50184496523748,-96.55474781636616,319.92556781093026,-412.0224728608678,2.0632001687592343,7.0,27,45,60.0,5.947126384103707,-3.348555606056214,0.7067175726288778,1.1964777557122679,8
14,45,0.45,0.6,-0.5,10,35,8,10000,13911.237991087513,3911.2379910875134,39.112379910875134,9.07170052526245,1.3139508237529156,1.5300143888958975,-10.498530830871669,0.8644476851088311,5.199995191278208,140,99,41,70.71428571428572,82.50184496523748,-96.55474781636616,319.92556781093026,-412.0224728608678,2.0632001687592343,7.0,27,45,60.0,5.947126384103707,-3.348555606056214,0.7067175726288778,1.146160166154563,4
