dte,short_delta,long_delta,iv_percentile,profit_target,stop_loss,dte_min,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct
45,0.6,0.30000000000000004,100,0.2,0.75,23,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.02600000000000364,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,1.0,2,10,20.0,9.763888646454365,0.0,1.5573559158316264
45,0.6,0.30000000000000004,100,0.1,0.75,21,10000,11614.080891782036,1614.080891782036,16.140808917820358,18.977892934508624,1.6297982316116266,858.7451687332524,-0.02600000000000364,729.9189590194602,9.769053070621949,3,3,0,100.0,540.626963927346,0.0,640.292027136601,0.0,inf,1.0,2,10,20.0,9.763888646454365,0.0,1.5573559158316264
45,0.6,0.15000000000000002,100,0.4,1.0,14,10000,11671.543526804975,1671.543526804975,16.71543526804975,19.661774320774896,1.628708058168124,871.263617665071,-0.02600000000000364,756.222089260467,10.151299170834502,3,3,0,100.0,559.7811756016591,0.0,675.1735783761901,0.0,inf,1.0,2,10,20.0,9.98969948428785,0.0,1.6104577345848583
45,0.6,0.1,100,0.30000000000000004,1.0,19,10000,11671.581863312058,1671.581863312058,16.71581863312058,19.66223075752771,1.6287044520911718,871.288126663907,-0.02600000000000364,756.2396445201906,10.151573053110209,3,3,0,100.0,559.7939544373534,0.0,675.217141141195,0.0,inf,1.0,2,10,20.0,9.98964722170863,0.0,1.6104924051221368
45,0.55,0.25,100,0.2,0.5,25,10000,11442.999671445978,1442.9996714459776,14.429996714459776,16.945038846106918,1.5715169267560931,855.5520960307535,-0.02600000000000364,651.7322633117133,8.984296898140066,3,3,0,100.0,483.59989048199304,0.0,596.4641062274268,0.0,inf,1.0,2,10,20.0,8.49135565218553,0.0,1.3965193661282815
45,0.55,0.25,100,0.30000000000000004,0.75,22,10000,11442.999671445978,1442.9996714459776,14.429996714459776,16.945038846106918,1.5715169267560931,855.5520960307535,-0.02600000000000364,651.7322633117133,8.984296898140066,3,3,0,100.0,483.59989048199304,0.0,596.4641062274268,0.0,inf,1.0,2,10,20.0,8.49135565218553,0.0,1.3965193661282815
45,0.55,0.30000000000000004,100,0.1,0.5,20,10000,11389.695500142236,1389.6955001422357,13.896955001422356,16.312655349713843,1.5713008024230493,844.0716515315985,-0.02600000000000364,627.4098211427522,8.619359606629828,3,3,0,100.0,465.831833380746,0.0,566.0840203390482,0.0,inf,1.0,2,10,20.0,8.262114798031895,0.0,1.346692740852129
45,0.55,0.30000000000000004,100,0.30000000000000004,0.5,21,10000,11389.695500142236,1389.6955001422357,13.896955001422356,16.312655349713843,1.5713008024230493,844.0716515315985,-0.02600000000000364,627.4098211427522,8.619359606629828,3,3,0,100.0,465.831833380746,0.0,566.0840203390482,0.0,inf,1.0,2,10,20.0,8.262114798031895,0.0,1.346692740852129
45,0.55,0.2,100,0.4,1.0,20,10000,11445.73888667707,1445.7388866770707,14.457388866770707,16.97754886823535,1.5701489824943347,857.5658512679322,-0.02600000000000364,652.9826487781912,9.011370992555381,3,3,0,100.0,484.5129622256912,0.0,599.9211883873257,0.0,inf,1.0,2,10,20.0,8.484176982897452,0.0,1.3990244365253979
45,0.55,0.2,100,0.2,0.75,25,10000,11445.73888667707,1445.7388866770707,14.457388866770707,16.97754886823535,1.5701489824943347,857.5658512679322,-0.02600000000000364,652.9826487781912,9.011370992555381,3,3,0,100.0,484.5129622256912,0.0,599.9211883873257,0.0,inf,1.0,2,10,20.0,8.484176982897452,0.0,1.3990244365253979
45,0.55,0.2,100,0.5,1.0,8,10000,11445.73888667707,1445.7388866770707,14.457388866770707,16.97754886823535,1.5701489824943347,857.5658512679322,-0.02600000000000364,652.9826487781912,9.011370992555381,3,3,0,100.0,484.5129622256912,0.0,599.9211883873257,0.0,inf,1.0,2,10,20.0,8.484176982897452,0.0,1.3990244365253979
45,0.55,0.15000000000000002,100,0.4,0.75,15,10000,11447.158135165175,1447.1581351651748,14.47158135165175,16.994393529142382,1.570110589923834,858.081977039149,-0.02600000000000364,653.6305203515385,9.021349736387679,3,3,0,100.0,484.9860450550594,0.0,600.9655715786377,0.0,inf,1.0,2,10,20.0,8.487925635865379,0.0,1.4003429486377028
45,0.55,0.15000000000000002,100,0.4,1.0,19,10000,11447.158135165175,1447.1581351651748,14.47158135165175,16.994393529142382,1.570110589923834,858.081977039149,-0.02600000000000364,653.6305203515385,9.021349736387679,3,3,0,100.0,484.9860450550594,0.0,600.9655715786377,0.0,inf,1.0,2,10,20.0,8.487925635865379,0.0,1.4003429486377028
45,0.55,0.1,100,0.30000000000000004,0.75,18,10000,11447.196471672258,1447.1964716722578,14.471964716722576,16.994848539028993,1.5701061640461373,858.1101102937033,-0.02600000000000364,653.6480207317928,9.021639840566568,3,3,0,100.0,484.9988238907533,0.0,601.0091343436421,0.0,inf,1.0,2,10,20.0,8.48787337328616,0.0,1.4003781425835318
45,0.5,0.25,100,0.2,1.0,19,10000,11056.582371117642,1056.5823711176417,10.565823711176417,12.371592523675435,1.4861188905111469,863.8964914281527,-0.02600000000000364,475.8304816797578,6.687003612471537,3,3,0,100.0,354.79412370588153,0.0,478.3533734514948,0.0,inf,1.0,2,10,20.0,5.808289976661474,0.0,1.0304661419356864
45,0.5,0.15000000000000002,100,0.5,0.75,13,10000,11060.740834836843,1060.7408348368426,10.607408348368425,12.420674554607825,1.4843797698982149,867.7107289422349,-0.02600000000000364,477.71825210023405,6.726083976336214,3,3,0,100.0,356.1802782789479,0.0,482.854838802706,0.0,inf,1.0,2,10,20.0,5.804859960341369,0.0,1.034392214503419
45,0.5,0.2,100,0.2,0.75,21,10000,11059.321586348737,1059.3215863487367,10.593215863487366,12.403922938055768,1.484366973736615,866.9627682270149,-0.02600000000000364,477.07395915592423,6.715598931168862,3,3,0,100.0,355.7071954495798,0.0,481.8104556113942,0.0,inf,1.0,2,10,20.0,5.801111307373441,0.0,1.0330463123151556
45,0.5,0.2,100,0.2,0.75,20,10000,11059.321586348737,1059.3215863487367,10.593215863487366,12.403922938055768,1.484366973736615,866.9627682270149,-0.02600000000000364,477.07395915592423,6.715598931168862,3,3,0,100.0,355.7071954495798,0.0,481.8104556113942,0.0,inf,1.0,2,10,20.0,5.801111307373441,0.0,1.0330463123151556
45,0.5,0.30000000000000004,100,0.2,0.5,24,10000,11003.278199813902,1003.2781998139017,10.032781998139017,11.742711455226473,1.4804106115953775,847.5208518495218,-0.02600000000000364,451.642748277878,6.31619266509418,3,3,0,100.0,337.02606660463454,0.0,447.9732875631164,0.0,inf,1.0,2,10,20.0,5.579049122507862,0.0,0.9797436115616032
45,0.5,0.35,100,0.2,0.75,23,10000,10890.701513252936,890.7015132529359,8.90701513252936,10.416151547913998,1.455042497318903,807.6007803257826,-0.02600000000000364,400.6212133812515,5.572202289049678,3,3,0,100.0,299.5005044176459,0.0,385.869427497615,0.0,inf,1.0,2,10,20.0,5.074320857553216,0.0,0.8721924043275475
30,0.6,0.1,90,0.6,0.75,23,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.6,0.5,25,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.7000000000000001,0.75,25,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.4,0.5,20,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.8,0.75,21,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.5,1.0,12,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.8,0.5,16,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.30000000000000004,0.75,24,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.7000000000000001,0.75,23,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.8,0.75,20,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.7000000000000001,0.75,22,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.8,0.5,24,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.6,0.75,20,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.7000000000000001,0.75,14,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.8,0.75,22,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.8,0.75,24,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.8,0.75,19,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.7000000000000001,0.75,23,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.6,1.0,17,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.7000000000000001,0.5,20,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.6,1.0,15,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.5,0.5,20,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.7000000000000001,0.5,21,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
30,0.6,0.1,90,0.4,0.75,22,10000,11101.988465640945,1101.988465640945,11.019884656409449,12.907678231919096,0.909981122081172,0.0,-0.02600000000000364,496.44916276604954,11.934185547386269,1,1,0,100.0,1104.5884656409464,0.0,1104.5884656409464,0.0,inf,1.0,1,10,10.0,11.01988465640944,0.0,1.101988465640944
